,age,workclass
4737,29, Private
4738,25, State-gov
4739,33, Federal-gov
4740,33, Private
4741,31, Private
4742,30, Local-gov
4743,55, Private
4744,36, Private
4745,47, ?
4746,28, Private
4747,42, Private
4748,51, Private
4749,62, Local-gov
4750,65, Self-emp-inc
4751,23, Private
4752,60, ?
4753,47, Private
4754,50, Self-emp-inc
4755,70, ?
4756,32, Self-emp-not-inc
4757,37, Federal-gov
4758,31, Private
4759,76, Private
4760,54, Private
4761,32, Federal-gov
4762,31, Private
4763,31, Federal-gov
4764,65, Self-emp-not-inc
4765,30, Private
4766,63, ?
4767,21, Private
4768,40, Federal-gov
4769,26, State-gov
4770,18, Private
4771,34, Local-gov
4772,66, Local-gov
4773,44, Self-emp-not-inc
4774,30, Private
4775,36, Self-emp-not-inc
4776,31, Private
4777,22, Private
4778,28, ?
4779,23, Private
4780,49, Private
4781,39, Self-emp-not-inc
4782,67, ?
4783,19, Private
4784,30, Private
4785,25, Private
4786,24, Private
4787,46, Private
4788,37, Private
4789,41, Federal-gov
4790,40, Self-emp-not-inc
4791,44, Private
4792,32, Private
4793,58, Private
4794,48, Private
4795,34, Private
4796,29, Private
4797,46, Self-emp-inc
4798,36, Local-gov
4799,59, Local-gov
4800,29, Private
4801,50, ?
4802,25, Private
4803,27, Private
4804,48, Private
4805,51, Federal-gov
4806,36, Private
4807,42, Local-gov
4808,49, State-gov
4809,33, Private
4810,40, Private
4811,26, Private
4812,69, ?
4813,59, Private
4814,30, Private
4815,31, Local-gov
4816,30, Private
4817,27, Private
4818,20, ?
4819,56, Private
4820,24, Private
4821,47, Private
4822,51, Private
4823,34, Private
4824,47, Private
4825,47, Private
4826,20, Private
4827,34, Self-emp-inc
4828,31, Private
4829,42, Private
4830,52, Private
4831,56, Private
4832,53, Private
4833,26, Private
4834,81, Private
4835,28, ?
4836,57, Federal-gov
4837,34, Private
4838,31, ?
4839,24, Private
4840,20, Private
4841,68, Federal-gov
4842,60, Private
4843,37, Federal-gov
4844,25, Private
4845,36, Federal-gov
4846,45, Private
4847,34, Private
4848,31, Private
4849,47, Self-emp-not-inc
4850,60, Self-emp-not-inc
4851,75, Private
4852,43, Local-gov
4853,18, Private
4854,25, Private
4855,20, Private
4856,32, Private
4857,57, Self-emp-inc
4858,43, Private
4859,18, Self-emp-not-inc
4860,41, Local-gov
4861,48, Private
4862,35, Private
4863,41, State-gov
4864,23, Private
4865,32, State-gov
4866,33, Private
4867,58, Private
4868,22, Private
4869,33, Private
4870,42, Self-emp-not-inc
4871,25, Private
4872,39, Private
4873,35, Private
4874,50, Private
4875,49, Local-gov
4876,25, Local-gov
4877,47, Federal-gov
4878,46, Private
4879,42, State-gov
4880,37, Private
4881,25, Private
4882,29, Private
4883,26, Private
4884,26, ?
4885,45, Self-emp-inc
4886,34, Private
4887,33, Federal-gov
4888,43, Private
4889,28, Private
4890,51, Self-emp-not-inc
4891,21, Private
4892,23, Private
4893,30, Private
4894,46, Private
4895,38, Self-emp-inc
4896,20, Private
4897,36, Private
4898,37, Self-emp-not-inc
4899,44, Local-gov
4900,33, Private
4901,45, Local-gov
4902,47, Private
4903,54, Private
4904,17, Private
4905,43, Private
4906,45, Private
4907,37, Private
4908,44, Local-gov
4909,55, Local-gov
4910,41, Private
4911,23, Private
4912,38, Private
4913,23, Private
4914,35, Private
4915,18, Private
4916,47, Private
4917,25, Private
4918,41, Self-emp-not-inc
4919,23, Private
4920,41, Private
4921,26, Private
4922,30, Local-gov
4923,42, Private
4924,35, Private
4925,28, ?
4926,29, Private
4927,21, Private
4928,48, State-gov
4929,44, Self-emp-not-inc
4930,34, Local-gov
4931,19, Private
4932,32, Private
4933,31, State-gov
4934,25, Private
4935,47, Federal-gov
4936,46, Federal-gov
4937,18, Private
4938,31, Private
4939,28, State-gov
4940,38, Private
4941,33, Self-emp-inc
4942,17, ?
4943,41, Private
4944,46, Private
4945,38, Local-gov
4946,24, Private
4947,49, Private
4948,60, Federal-gov
4949,44, Private
4950,63, Self-emp-inc
4951,40, Private
4952,45, Self-emp-inc
4953,49, Private
4954,36, Private
4955,65, Local-gov
4956,41, Private
4957,25, Private
4958,20, ?
4959,60, Private
4960,17, Local-gov
4961,28, Private
4962,31, Private
4963,47, Private
4964,45, Self-emp-not-inc
4965,51, Private
4966,23, Private
4967,44, Self-emp-not-inc
4968,34, Private
4969,19, Private
4970,51, ?
4971,46, State-gov
4972,30, Private
4973,37, Private
4974,56, Private
4975,29, Private
4976,46, Self-emp-not-inc
4977,55, Private
4978,45, Private
4979,34, Private
4980,45, ?
4981,41, Private
4982,22, ?
4983,34, Private
4984,27, Private
4985,29, Private
4986,19, Federal-gov
4987,47, Local-gov
4988,43, Self-emp-inc
4989,52, Private
4990,33, Self-emp-not-inc
4991,29, Private
4992,23, Private
4993,23, Private
4994,39, Private
4995,43, Private
4996,31, Private
4997,47, Self-emp-inc
4998,26, Private
4999,58, Local-gov
5000,47, Self-emp-inc
5001,55, Private
5002,26, Private
5003,28, Private
5004,36, Private
5005,40, Private
5006,19, Private
5007,63, Self-emp-not-inc
5008,42, Private
5009,76, Private
5010,23, State-gov
5011,38, Self-emp-not-inc
5012,33, State-gov
5013,48, Local-gov
5014,56, Private
5015,32, Private
5016,44, Local-gov
5017,27, Private
5018,33, Federal-gov
5019,22, Private
5020,18, ?
5021,44, Private
5022,42, Private
5023,34, Private
5024,45, Federal-gov
5025,57, Self-emp-inc
5026,59, Local-gov
5027,33, Federal-gov
5028,52, Private
5029,17, Private
5030,29, Private
5031,63, Self-emp-not-inc
5032,20, Private
5033,42, Self-emp-inc
5034,50, Self-emp-not-inc
5035,55, Private
5036,27, Private
5037,28, Private
5038,55, Private
5039,44, Federal-gov
5040,53, State-gov
5041,23, Private
5042,25, Private
5043,44, State-gov
5044,55, Private
5045,48, Self-emp-not-inc
5046,46, Private
5047,26, Private
5048,30, Private
5049,32, Private
5050,52, Private
5051,52, Private
5052,39, Private
5053,57, Local-gov
5054,21, Private
5055,22, State-gov
5056,26, Private
5057,26, State-gov
5058,44, Private
5059,42, Private
5060,40, Private
5061,22, Private
5062,62, Private
5063,44, Private
5064,18, ?
5065,33, Self-emp-not-inc
5066,45, Private
5067,18, Private
5068,32, Local-gov
5069,33, Private
5070,20, Private
5071,68, Self-emp-not-inc
5072,61, Private
5073,48, Private
5074,45, Private
5075,36, Self-emp-not-inc
5076,32, Federal-gov
5077,35, Private
5078,39, Private
5079,53, Private
5080,30, Private
5081,37, Private
5082,40, Private
5083,25, Private
5084,41, Private
5085,52, Self-emp-not-inc
5086,33, Private
5087,28, Private
5088,25, Self-emp-not-inc
5089,53, Private
5090,44, Private
5091,35, Private
5092,38, Private
5093,34, Private
5094,33, Private
5095,24, State-gov
5096,65, Local-gov
5097,29, Private
5098,39, Self-emp-inc
5099,46, Local-gov
5100,37, Private
5101,47, State-gov
5102,62, Private
5103,54, Self-emp-not-inc
5104,90, Private
5105,33, Private
5106,57, Private
5107,25, Private
5108,44, Self-emp-inc
5109,52, Private
5110,21, Private
5111,31, Private
5112,39, Private
5113,59, Federal-gov
5114,29, Self-emp-not-inc
5115,49, Private
5116,34, Private
5117,22, Private
5118,32, Private
5119,39, State-gov
5120,46, Private
5121,50, Private
5122,34, Private
5123,28, Local-gov
5124,18, Private
5125,20, Private
5126,20, Private
5127,55, State-gov
5128,22, Private
5129,60, Self-emp-not-inc
5130,40, Private
5131,47, State-gov
5132,23, Private
5133,57, Local-gov
5134,52, Private
5135,42, Private
5136,25, Private
5137,49, Self-emp-inc
5138,41, Federal-gov
5139,40, State-gov
5140,38, Private
5141,58, Private
5142,26, Private
5143,57, Private
5144,28, Private
5145,42, Private
5146,28, Private
5147,17, ?
5148,39, Self-emp-not-inc
5149,28, Private
5150,42, Private
5151,51, Self-emp-not-inc
5152,27, Private
5153,41, Private
5154,28, Private
5155,54, Self-emp-not-inc
5156,73, ?
5157,49, Private
5158,47, Private
5159,27, Private
5160,42, Local-gov
5161,32, Private
5162,32, Local-gov
5163,27, Private
5164,29, Private
5165,22, Private
5166,41, Federal-gov
5167,49, Local-gov
5168,58, Self-emp-not-inc
5169,41, Self-emp-not-inc
5170,26, Private
5171,21, Private
5172,32, ?
5173,37, Private
5174,23, Private
5175,42, Self-emp-not-inc
5176,25, Private
5177,67, Private
5178,41, Local-gov
5179,49, Local-gov
5180,36, Private
5181,18, Private
5182,25, Private
5183,43, State-gov
5184,38, Private
5185,21, Private
5186,65, Self-emp-not-inc
5187,66, Private
5188,33, Private
5189,51, Private
5190,27, Self-emp-inc
5191,17, Private
5192,32, Private
5193,61, ?
5194,38, Private
5195,43, Local-gov
5196,40, State-gov
5197,63, Private
5198,76, ?
5199,42, Private
5200,43, Federal-gov
5201,76, Self-emp-not-inc
5202,41, Local-gov
5203,17, Private
5204,30, Self-emp-not-inc
5205,30, Private
5206,22, Private
5207,53, ?
5208,28, Private
5209,25, ?
5210,24, Private
5211,47, Private
5212,34, Self-emp-not-inc
5213,26, Private
5214,63, ?
5215,25, Private
5216,28, Private
5217,36, Private
5218,24, Private
5219,51, Self-emp-inc
5220,44, Private
5221,18, Private
5222,54, Federal-gov
5223,61, Private
5224,51, Private
5225,43, Private
5226,51, Private
5227,50, Local-gov
5228,27, ?
5229,24, Private
5230,20, State-gov
5231,52, Private
5232,57, Local-gov
5233,49, Self-emp-inc
5234,42, Self-emp-inc
5235,22, Private
5236,38, Private
5237,21, Private
5238,39, Federal-gov
5239,52, Self-emp-not-inc
5240,25, Private
5241,50, Private
5242,35, State-gov
5243,50, Private
5244,58, Private
5245,48, Federal-gov
5246,30, Private
5247,18, Private
5248,29, Self-emp-not-inc
5249,52, Self-emp-not-inc
5250,63, Private
5251,36, Local-gov
5252,24, Private
5253,30, Local-gov
5254,23, Private
5255,35, ?
5256,21, Private
5257,28, Private
5258,20, Private
5259,18, Private
5260,21, Private
5261,27, Private
5262,42, Private
5263,21, Private
5264,51, Private
5265,27, Federal-gov
5266,23, Self-emp-not-inc
5267,57, Private
5268,22, State-gov
5269,59, Private
5270,38, Private
5271,20, Private
5272,90, Private
5273,35, Private
5274,50, Private
5275,45, Private
5276,44, Private
5277,23, Private
5278,34, Private
5279,23, Self-emp-inc
5280,39, State-gov
5281,19, Private
5282,54, Private
5283,40, Private
5284,44, Private
5285,31, Self-emp-inc
5286,25, Private
5287,33, Private
5288,32, Private
5289,36, Private
5290,47, Self-emp-not-inc
5291,80, Private
5292,21, Private
5293,35, Self-emp-not-inc
5294,77, ?
5295,30, Private
5296,35, ?
5297,49, Private
5298,33, Private
5299,53, Self-emp-not-inc
5300,41, Private
5301,57, Private
5302,21, ?
5303,19, Private
5304,28, Private
5305,42, Federal-gov
5306,29, Self-emp-not-inc
5307,38, ?
5308,26, Private
5309,41, Private
5310,40, Private
5311,36, Self-emp-not-inc
5312,28, Private
5313,25, Self-emp-not-inc
5314,42, Self-emp-not-inc
5315,32, Private
5316,32, Private
5317,37, Private
5318,39, Local-gov
5319,49, Private
5320,28, ?
5321,24, ?
5322,19, Private
5323,31, Private
5324,40, Private
5325,29, Private
5326,59, Private
5327,52, Private
5328,27, Private
5329,45, Local-gov
5330,58, Private
5331,53, Private
5332,23, Private
5333,35, Private
5334,49, Private
5335,49, Private
5336,25, Private
5337,47, Private
5338,28, Private
5339,20, Private
5340,74, ?
5341,19, Private
5342,28, Private
5343,31, Private
5344,61, ?
5345,30, Private
5346,20, ?
5347,35, Private
5348,23, Private
5349,25, Private
5350,19, Private
5351,30, Private
5352,26, Private
5353,34, Local-gov
5354,49, Private
5355,35, Private
5356,38, Private
5357,36, Private
5358,33, Private
5359,54, Private
5360,19, Local-gov
5361,18, Never-worked
5362,60, Private
5363,28, Self-emp-not-inc
5364,43, Self-emp-not-inc
5365,49, Local-gov
5366,25, Private
5367,17, Private
5368,41, Self-emp-inc
5369,30, Private
5370,90, Local-gov
5371,25, Private
5372,27, Private
5373,29, Private
5374,55, Private
5375,31, Federal-gov
5376,43, Private
5377,63, Private
5378,46, Private
5379,59, Private
5380,42, Private
5381,26, Private
5382,26, Private
5383,20, ?
5384,19, ?
5385,61, Private
5386,23, State-gov
5387,24, Private
5388,35, Private
5389,42, Self-emp-not-inc
5390,31, Private
5391,31, Private
5392,63, Private
5393,29, State-gov
5394,43, State-gov
5395,22, Private
5396,17, Private
5397,23, Self-emp-not-inc
5398,35, Private
5399,32, Private
5400,50, Self-emp-inc
5401,25, Private
5402,26, Local-gov
5403,32, Private
5404,29, Private
5405,57, Private
5406,90, Private
5407,35, Private
5408,31, Self-emp-not-inc
5409,60, Private
5410,21, Private
5411,71, Local-gov
5412,22, Private
5413,50, Local-gov
5414,37, Private
5415,23, Private
5416,74, Private
5417,67, Private
5418,59, Private
5419,28, Private
5420,45, Private
5421,63, Self-emp-not-inc
5422,39, Private
5423,33, State-gov
5424,32, Private
5425,34, Private
5426,39, Private
5427,29, State-gov
5428,22, Private
5429,53, Private
5430,46, Private
5431,51, Private
5432,44, Private
5433,56, State-gov
5434,27, Private
5435,52, Private
5436,39, Private
5437,45, Federal-gov
5438,37, Private
5439,33, Private
5440,35, ?
5441,46, Private
5442,35, Private
5443,33, Private
5444,48, Private
5445,32, Private
5446,18, ?
5447,20, Private
5448,35, Private
5449,19, Private
5450,21, Private
5451,56, Private
5452,28, Private
5453,45, Private
5454,32, Private
5455,44, Private
5456,55, Private
5457,34, Private
5458,33, Private
5459,36, Private
5460,25, Private
5461,28, Private
5462,39, Private
5463,53, Private
5464,47, Private
5465,49, Self-emp-inc
5466,22, Private
5467,31, Private
5468,44, Self-emp-inc
5469,19, Private
5470,37, Self-emp-not-inc
5471,60, ?
5472,23, Private
5473,44, Private
5474,54, Local-gov
5475,23, Private
5476,21, Private
5477,19, State-gov
5478,51, Private
5479,41, Private
5480,61, Private
5481,19, Self-emp-not-inc
5482,22, Private
5483,22, Private
5484,49, Private
5485,35, Private
5486,38, Private
5487,29, Private
5488,56, Private
5489,41, Private
5490,62, Self-emp-inc
5491,27, Private
5492,55, ?
5493,25, Private
5494,33, Private
5495,26, Private
5496,43, Private
5497,53, Federal-gov
5498,43, Private
5499,56, Private
5500,25, Private
5501,60, Private
5502,28, Private
5503,21, Private
5504,40, Private
5505,29, Private
5506,20, Private
5507,25, Private
5508,18, Private
5509,32, State-gov
5510,27, Private
5511,48, Private
5512,20, Private
5513,55, Private
5514,33, Local-gov
5515,21, State-gov
5516,43, Self-emp-not-inc
5517,35, Private
5518,39, Local-gov
5519,19, Private
5520,25, Private
5521,44, Private
5522,27, Private
5523,39, Private
5524,69, Private
5525,34, Private
5526,20, ?
5527,37, Private
5528,43, Local-gov
5529,62, ?
5530,34, State-gov
5531,31, Self-emp-not-inc
5532,42, State-gov
5533,26, Private
5534,39, Private
5535,25, Private
5536,54, Local-gov
5537,44, State-gov
5538,34, State-gov
5539,21, Self-emp-inc
5540,50, Private
5541,33, Private
5542,40, Self-emp-inc
5543,44, Private
5544,33, Local-gov
5545,21, Local-gov
5546,35, Self-emp-not-inc
5547,43, Private
5548,57, ?
5549,51, Local-gov
5550,29, Private
5551,51, Local-gov
5552,35, Private
5553,18, Private
5554,58, Private
5555,57, Self-emp-inc
5556,19, Private
5557,37, Private
5558,38, Private
5559,45, Private
5560,27, Private
5561,64, ?
5562,38, Local-gov
5563,30, Private
5564,46, Private
5565,18, ?
5566,60, Private
5567,30, Private
5568,47, Private
5569,39, Private
5570,42, Private
5571,27, Private
5572,44, Private
5573,33, Private
5574,54, Private
5575,58, Self-emp-not-inc
5576,45, Private
5577,59, Private
5578,29, Private
5579,27, Private
5580,44, Private
5581,44, Private
5582,33, Private
5583,27, Private
5584,33, Private
5585,55, Private
5586,32, Self-emp-not-inc
5587,31, Private
5588,57, Self-emp-inc
5589,30, Private
5590,78, ?
5591,28, Private
5592,30, Self-emp-not-inc
5593,29, Private
5594,66, Private
5595,60, Private
5596,31, Private
5597,26, Private
5598,24, Private
5599,29, Private
5600,44, Private
5601,34, Local-gov
5602,59, Private
5603,23, Private
5604,23, Private
5605,55, Local-gov
5606,39, Self-emp-inc
5607,39, Private
5608,57, Private
5609,35, Private
5610,39, Local-gov
5611,47, Private
5612,53, State-gov
5613,23, Private
5614,35, Private
5615,44, Private
5616,28, Private
5617,26, Private
5618,23, Private
5619,32, Private
5620,49, Self-emp-inc
5621,36, Private
5622,36, Private
5623,41, ?
5624,21, Private
5625,54, Self-emp-not-inc
5626,43, Private
5627,35, Local-gov
5628,31, Private
5629,46, Private
5630,46, Private
5631,56, Private
5632,45, ?
5633,21, Private
5634,51, Private
5635,47, State-gov
5636,42, Private
5637,19, Private
5638,25, Private
5639,37, Private
5640,35, Private
5641,40, Private
5642,57, Self-emp-not-inc
5643,38, Private
5644,48, Private
5645,34, Private
5646,46, Federal-gov
5647,30, Private
5648,45, State-gov
5649,32, Self-emp-not-inc
5650,35, Private
5651,62, Private
5652,56, ?
5653,50, Private
5654,25, Private
5655,41, Private
5656,35, Private
5657,33, Private
5658,38, Private
5659,37, State-gov
5660,56, Private
5661,19, Private
5662,31, Private
5663,53, Local-gov
5664,33, Private
5665,72, Private
5666,54, Private
5667,30, Private
5668,51, Private
5669,30, Private
5670,30, Private
5671,32, Private
5672,30, Private
5673,35, Private
5674,40, Private
5675,38, State-gov
5676,19, Private
5677,32, Private
5678,49, Private
5679,76, ?
5680,60, Private
5681,60, Private
5682,55, Private
5683,41, Private
5684,24, Private
5685,53, Private
5686,69, State-gov
5687,71, ?
5688,41, Private
5689,32, Private
5690,45, Private
5691,59, Private
5692,31, Private
5693,40, Private
5694,44, Private
5695,63, Private
5696,31, Local-gov
5697,51, Private
5698,51, Private
5699,23, Private
5700,49, Private
5701,56, Private
5702,39, Private
5703,39, Self-emp-not-inc
5704,30, Self-emp-not-inc
5705,43, Self-emp-not-inc
5706,31, Private
5707,44, Local-gov
5708,43, Self-emp-not-inc
5709,37, Federal-gov
5710,41, Private
5711,43, Private
5712,47, State-gov
5713,38, Self-emp-not-inc
5714,46, Private
5715,19, State-gov
5716,19, Private
5717,24, Private
5718,39, Self-emp-inc
5719,37, Private
5720,28, ?
5721,40, Private
5722,27, Private
5723,22, Private
5724,21, Private
5725,32, Private
5726,20, Private
5727,45, Private
5728,46, Local-gov
5729,46, Private
5730,26, Private
5731,47, Self-emp-not-inc
5732,22, Private
5733,34, Self-emp-not-inc
5734,49, Private
5735,20, Private
5736,28, Private
5737,30, Private
5738,23, Private
5739,20, Private
5740,31, Private
5741,46, Private
5742,42, Private
5743,60, Self-emp-not-inc
5744,30, Private
5745,27, Private
5746,20, Private
5747,56, Self-emp-not-inc
5748,41, Private
5749,61, Private
5750,47, Private
5751,60, Private
5752,33, Private
5753,40, ?
5754,48, Private
5755,56, Private
5756,50, Private
5757,57, Self-emp-not-inc
5758,20, Private
5759,46, Private
5760,21, Private
5761,37, Private
5762,42, Private
5763,20, Private
5764,54, Private
5765,32, Local-gov
5766,62, ?
5767,50, Private
5768,49, Federal-gov
5769,48, Private
5770,24, Private
5771,46, Private
5772,42, Private
5773,52, Self-emp-inc
5774,58, Local-gov
5775,37, Private
5776,34, Private
5777,26, Private
5778,18, Private
5779,33, Private
5780,41, Private
5781,21, Private
5782,23, Private
5783,26, Federal-gov
5784,33, Private
5785,24, Private
5786,43, Private
5787,52, State-gov
5788,27, ?
5789,61, Private
5790,35, Private
5791,35, Private
5792,45, Self-emp-inc
5793,43, Local-gov
5794,51, Private
5795,35, Private
5796,47, Federal-gov
5797,22, Private
5798,49, Self-emp-inc
5799,20, Private
5800,19, Private
5801,27, Private
5802,42, Private
5803,27, ?
5804,23, Self-emp-not-inc
5805,20, Private
5806,47, Private
5807,17, Private
5808,76, ?
5809,39, Private
5810,25, Private
5811,31, Private
5812,44, Private
5813,53, Private
5814,34, Private
5815,45, Self-emp-not-inc
5816,34, Private
5817,35, Private
5818,36, Private
5819,45, Private
5820,37, Self-emp-not-inc
5821,53, Private
5822,35, Private
5823,38, Self-emp-not-inc
5824,65, Self-emp-inc
5825,49, Self-emp-not-inc
5826,24, Private
5827,54, Private
5828,17, Private
5829,19, Private
5830,60, Private
5831,46, Private
5832,78, ?
5833,26, Private
5834,58, Private
5835,37, Self-emp-not-inc
5836,41, Private
5837,30, Private
5838,19, Private
5839,48, Private
5840,22, Private
5841,50, Private
5842,25, Private
5843,18, Private
5844,21, Private
5845,47, Private
5846,33, Private
5847,39, Private
5848,67, Self-emp-not-inc
5849,19, Private
5850,18, Private
5851,36, Private
5852,23, Private
5853,25, ?
5854,40, Private
5855,73, Self-emp-not-inc
5856,35, Private
5857,31, Private
5858,20, Private
5859,20, Private
5860,27, Private
5861,66, Self-emp-inc
5862,66, Private
5863,64, Private
5864,48, Private
5865,24, Private
5866,51, Self-emp-not-inc
5867,25, Private
5868,33, Private
5869,50, Private
5870,51, Private
5871,34, State-gov
5872,41, Local-gov
5873,30, Self-emp-not-inc
5874,59, Private
5875,41, Self-emp-not-inc
5876,36, Self-emp-not-inc
5877,37, Private
5878,28, Private
5879,19, Private
5880,28, Private
5881,62, Private
5882,36, Private
5883,58, Self-emp-not-inc
5884,42, Self-emp-inc
5885,43, Self-emp-inc
5886,29, Private
5887,32, State-gov
5888,64, Local-gov
5889,39, Private
5890,26, Private
5891,19, Private
5892,21, Private
5893,32, Private
5894,30, Local-gov
5895,26, Private
5896,20, Private
5897,19, Private
5898,33, Federal-gov
5899,23, Private
5900,29, Private
5901,42, Private
5902,30, Self-emp-not-inc
5903,63, Private
5904,34, Private
5905,60, Self-emp-not-inc
5906,48, Private
5907,25, Private
5908,27, Private
5909,55, Self-emp-not-inc
5910,32, Private
5911,22, Private
5912,25, Private
5913,18, Private
5914,24, Local-gov
5915,29, Private
5916,73, ?
5917,39, Private
5918,33, Self-emp-inc
5919,57, Private
5920,22, Private
5921,33, ?
5922,33, Private
5923,42, Private
5924,43, Private
5925,57, Self-emp-not-inc
5926,42, Private
5927,22, Private
5928,21, ?
5929,42, Self-emp-not-inc
5930,39, Private
5931,41, Private
5932,20, Local-gov
5933,47, Private
5934,44, Private
5935,29, Private
5936,52, Private
5937,71, Private
5938,52, Private
5939,36, Private
5940,53, Private
5941,37, Private
5942,26, Private
5943,34, Private
5944,35, Private
5945,20, Private
5946,34, Local-gov
5947,56, Self-emp-not-inc
5948,39, Private
5949,24, Private
5950,24, Private
5951,23, Private
5952,27, Private
5953,25, Private
5954,29, Private
5955,42, Private
5956,51, Private
5957,31, Private
5958,59, Private
5959,29, Private
5960,18, Private
5961,24, Private
5962,38, State-gov
5963,36, Private
5964,34, Self-emp-not-inc
5965,42, Self-emp-not-inc
5966,45, Self-emp-not-inc
5967,21, Private
5968,64, Self-emp-inc
5969,32, Private
5970,45, Private
5971,53, Private
5972,42, Private
5973,32, Private
5974,49, Private
5975,62, Private
5976,28, Private
5977,29, ?
5978,32, Private
5979,37, Self-emp-inc
5980,38, Private
5981,44, Local-gov
5982,19, Private
5983,22, ?
5984,24, Private
5985,58, Private
5986,56, Private
5987,37, Private
5988,43, Private
5989,32, Private
5990,34, Private
5991,44, Private
5992,28, Private
5993,35, Private
5994,38, Private
5995,26, Private
5996,20, Private
5997,24, Private
5998,40, Private
5999,23, Private
6000,79, Local-gov
6001,44, Private
6002,51, Private
6003,30, Private
6004,52, Private
6005,41, Private
6006,33, Private
6007,50, Private
6008,51, Private
6009,41, Private
6010,35, Private
6011,34, Private
6012,28, Private
6013,31, Self-emp-inc
6014,22, Private
6015,67, ?
6016,65, Private
6017,39, Self-emp-not-inc
6018,23, Private
6019,29, Self-emp-not-inc
6020,57, Self-emp-not-inc
6021,47, Private
6022,51, Local-gov
6023,34, Private
6024,52, Private
6025,29, Private
6026,29, Private
6027,25, Local-gov
6028,21, Private
6029,38, Private
6030,55, Self-emp-not-inc
6031,61, Self-emp-inc
6032,34, Private
6033,41, Private
6034,27, Local-gov
6035,78, Self-emp-not-inc
6036,40, Private
6037,26, Self-emp-not-inc
6038,43, Private
6039,55, ?
6040,25, Private
6041,26, Self-emp-not-inc
6042,43, Self-emp-inc
6043,25, Private
6044,22, Private
6045,52, Self-emp-not-inc
6046,61, Private
6047,42, Private
6048,21, Private
6049,44, Private
6050,65, Private
6051,56, ?
6052,33, Federal-gov
6053,22, Private
6054,43, Private
6055,45, Self-emp-inc
6056,42, Private
6057,37, Private
6058,56, Private
6059,35, ?
6060,40, Private
6061,31, Private
6062,26, Private
6063,26, State-gov
6064,42, Self-emp-inc
6065,45, Self-emp-not-inc
6066,47, Local-gov
6067,22, Private
6068,33, Private
6069,37, Private
6070,48, Self-emp-not-inc
6071,57, Self-emp-not-inc
6072,47, Private
6073,58, Local-gov
6074,55, Private
6075,52, Private
6076,29, Private
6077,42, Private
6078,23, Private
6079,23, Private
6080,46, Self-emp-not-inc
6081,30, Private
6082,43, Self-emp-not-inc
6083,25, Private
6084,32, Private
6085,56, Private
6086,33, Private
6087,19, State-gov
6088,20, Private
6089,34, Private
6090,34, Private
6091,55, Self-emp-not-inc
6092,55, Private
6093,31, Private
6094,30, Private
6095,31, Private
6096,51, Private
6097,59, Private
6098,58, Private
6099,40, Private
6100,54, Private
6101,25, Local-gov
6102,18, Self-emp-inc
6103,41, Private
6104,57, Private
6105,37, Private
6106,46, Private
6107,39, Private
6108,19, Private
6109,41, Private
6110,54, Private
6111,39, Private
6112,41, Private
6113,26, Private
6114,57, Self-emp-inc
6115,33, Local-gov
6116,56, Private
6117,60, Private
6118,22, Private
6119,58, Private
6120,48, Federal-gov
6121,45, Local-gov
6122,18, Private
6123,56, Private
6124,48, Self-emp-inc
6125,40, Private
6126,38, Private
6127,58, Private
6128,23, Private
6129,63, Private
6130,51, Private
6131,22, ?
6132,44, Private
6133,46, Federal-gov
6134,64, State-gov
6135,32, Private
6136,31, Private
6137,36, Private
6138,21, Private
6139,30, Private
6140,31, Private
6141,54, Private
6142,59, Local-gov
6143,28, Local-gov
6144,57, Private
6145,44, Private
6146,53, Self-emp-inc
6147,58, Self-emp-not-inc
6148,19, Private
6149,39, Self-emp-inc
6150,31, Self-emp-inc
6151,27, Private
6152,46, Local-gov
6153,37, Self-emp-not-inc
6154,27, Private
6155,33, Private
6156,20, Private
6157,55, Private
6158,39, Private
6159,41, Private
6160,30, Private
6161,39, Self-emp-inc
6162,28, Private
6163,25, Private
6164,31, Private
6165,51, Private
6166,24, Private
6167,70, Private
6168,23, Private
6169,61, Private
6170,45, Self-emp-not-inc
6171,47, Private
6172,56, Private
6173,79, Private
6174,20, Private
6175,30, Private
6176,27, Private
6177,40, Private
6178,60, ?
6179,58, Private
6180,71, Self-emp-not-inc
6181,50, Private
6182,29, Local-gov
6183,33, Private
6184,60, State-gov
6185,33, Private
6186,43, Private
6187,33, Private
6188,33, Private
6189,32, State-gov
6190,21, Private
6191,38, Private
6192,38, Private
6193,39, State-gov
6194,17, Private
6195,21, Private
6196,42, Private
6197,42, Private
6198,36, Private
6199,32, Private
6200,37, Self-emp-not-inc
6201,28, Private
6202,37, Private
6203,50, Private
6204,49, Private
6205,40, Private
6206,40, Private
6207,49, Private
6208,35, Federal-gov
6209,33, Local-gov
6210,24, Private
6211,41, Private
6212,43, Private
6213,36, Self-emp-not-inc
6214,84, Self-emp-not-inc
6215,23, Private
6216,41, Private
6217,55, Self-emp-inc
6218,30, Self-emp-not-inc
6219,46, Private
6220,55, Private
6221,34, Private
6222,54, Self-emp-not-inc
6223,27, Private
6224,52, Local-gov
6225,36, Private
6226,25, Self-emp-not-inc
6227,52, Private
6228,24, Private
6229,36, Private
6230,31, Private
6231,66, ?
6232,90, Self-emp-not-inc
6233,67, Private
6234,22, Self-emp-inc
6235,47, Private
6236,32, Private
6237,55, Self-emp-not-inc
6238,32, Private
6239,48, Private
6240,21, Private
